time,theta,dtheta,theta_cov,dtheta_cov
0.306,0.0733209480025768,-1.94553711970764,0.00120528326911423,0.0315018256139186
0.311,0.0603325411475977,-1.92649626938696,0.00110280440073877,0.0311573078783961
0.316,0.0520220770886567,-1.93127243615587,0.00100771330030042,0.030787049077866
0.321,0.0475246998038048,-1.95797265234728,0.000919585967996959,0.0303938351741297
0.326,0.0420501652292908,-1.9802488365483,0.000838011473332288,0.0299804227857131
0.331,0.0271339199692848,-1.94367066743351,0.000762593533125067,0.0295495969319558
0.336,0.00998429328219467,-1.88835534133104,0.000692951703616215,0.0291040998380889
0.341,0.00789424611873557,-1.93192576236886,0.000628722758964479,0.0286460059727423
0.346,0.00687315251085634,-1.98674322393068,0.000569561603500696,0.0281771350878714
0.351,0.00371022382324173,-2.02995620497786,0.00051514126785249,0.0276993671619902
0.356,-0.00263723104646192,-2.0515191595297,0.000465152681260211,0.0272144082367339
0.361,-0.00798906184556458,-2.0830408342272,0.000419304441463744,0.026723774515525
0.366,-0.0183926988529155,-2.07310044649742,0.000377322418473163,0.0262288143987325
0.371,-0.0259617490127381,-2.08784373760823,0.000338949228796722,0.0257306934420639
0.376,-0.0355473849239044,-2.08430466549076,0.000303943583533405,0.0252305012812536
0.381,-0.0480803167631809,-2.04991005127148,0.000272079565818152,0.0247291643710606
0.386,-0.0536771169568531,-2.08656053810238,0.00024314591423747,0.0242274702352267
0.391,-0.0644480597694488,-2.06813184377656,0.000216945199012623,0.0237263289855853
0.396,-0.0764714134987209,-2.03201616073676,0.000193293027087288,0.0232263033881222
0.401,-0.086096207275966,-2.02248737139308,0.000172017382088535,0.0227279641410285
0.406,-0.0958635493105326,-2.00989581288063,0.000152957803348091,0.022231917825879
0.411,-0.10636762975492,-1.98472283603543,0.000135964632995272,0.0217386439979831
0.416,-0.119669209586407,-1.91044260447402,0.00012089835575716,0.0212485522951113
0.421,-0.127069703765862,-1.92837898500989,0.000107628944314899,0.0207619467324549
0.426,-0.137759556771633,-1.88703054138761,9.60352111398555e-05,0.0202793434005882
0.431,-0.147630930757532,-1.85581744829675,8.60041404179371e-05,0.0198009481623469
0.436,-0.156006812641111,-1.85475514544343,7.74304225091369e-05,0.0193270536960017
0.441,-0.165279342830615,-1.83130322115172,7.02158650563095e-05,0.0188579334579317
0.446,-0.174449384170808,-1.80660340865297,6.42688924292731e-05,0.0183937711015944
0.451,-0.183725450440693,-1.77267114260722,5.95040989012658e-05,0.0179347515512325
0.456,-0.193215106408433,-1.71917472346088,5.58417956809697e-05,0.017481033457093
0.461,-0.202030476675344,-1.68040345584325,5.32076009199525e-05,0.017032755329408
0.466,-0.210803279131267,-1.62494685814332,5.15320554727604e-05,0.0165900506255325
0.471,-0.218997431828169,-1.58888246986051,5.07502569024528e-05,0.0161530259105531
0.476,-0.226930075241289,-1.56378299818109,5.08015324386322e-05,0.0157217768925867
0.481,-0.234742230807995,-1.52896247732654,5.16291234059245e-05,0.015296381122745
0.486,-0.242496837009983,-1.51785116599601,5.31798995895308e-05,0.0148769033775657
0.491,-0.25013933057306,-1.49251685426644,5.54040919983248e-05,0.0144633985081499
0.496,-0.257762442974454,-1.47194763677497,5.82550440177497e-05,0.0140559126271337
0.501,-0.264841514473245,-1.42659300985256,6.16889789564107e-05,0.013654485019613
0.506,-0.271843647787471,-1.38937650261511,6.56647868821522e-05,0.013259141968841
0.511,-0.278568057775905,-1.34945428791541,7.01438166041934e-05,0.0128699078316025
0.516,-0.284950028165164,-1.3060241670107,7.50896970236242e-05,0.0124867983342878
0.521,-0.291177312382558,-1.26504576787864,8.04681617323864e-05,0.0121098221393996
0.526,-0.297894712233651,-1.24000907284728,8.62468868070053e-05,0.0117389874669477
0.531,-0.30369300067525,-1.19764279404568,9.23953432580134e-05,0.0113743180121866
0.536,-0.310468857451521,-1.17733509709498,9.88846803488399e-05,0.0110157948354336
0.541,-0.317127518204895,-1.1550039297158,0.000105687555610388,0.0106634570231927
0.546,-0.322906329492577,-1.1193374368739,0.000112778071485255,0.0103173087023743
0.551,-0.329020101709437,-1.09058676770206,0.000120131643294521,0.00997732215850629
0.556,-0.335089472468328,-1.06219933563956,0.000127724863320153,0.00964351604437379
0.561,-0.339727475132925,-1.01689697384192,0.000135535448433637,0.00931589402209627
0.566,-0.343609434969211,-0.96574555056023,0.000143542152936615,0.0089943943616777
0.571,-0.349028669336244,-0.934845010839674,0.000151724622128769,0.00867898334669984
0.576,-0.354070873789361,-0.900927489692539,0.000160063313534922,0.00836974299335634
0.581,-0.359282797991289,-0.86979275016379,0.000168539556273019,0.00806666045961039
0.586,-0.363544049153303,-0.830625683148506,0.000177135392407118,0.00776975284713263
0.591,-0.367932994428775,-0.794116956755297,0.000185833560603382,0.00747897576434104
0.596,-0.372203853321456,-0.757806054340247,0.000194617360374679,0.0071943466927918
0.601,-0.376184451687672,-0.720284913615718,0.000203470665740722,0.00691587037906612
0.606,-0.380762056061209,-0.688453774733676,0.000212377866317585,0.00664354268121178
0.611,-0.386765730489317,-0.667528685081773,0.000221323795956869,0.00637741515871012
0.616,-0.389842725371901,-0.625747469898339,0.000230293743082765,0.00611759252139777
0.621,-0.394459906987493,-0.59560316991787,0.000239273572086811,0.00586390592379346
0.626,-0.397496505613074,-0.555630044225121,0.00024824924812129,0.00561647417064867
0.631,-0.400470002075011,-0.516386053952442,0.00025720723851837,0.00537521570228231
0.636,-0.402504016237836,-0.4726051126857,0.000266134179035168,0.00514015083991385
0.641,-0.405492824877734,-0.435642638465776,0.000275016999942547,0.00491124551159229
0.646,-0.408796700706651,-0.401194301851197,0.000283842770944699,0.0046885910450173
0.651,-0.410227926710775,-0.357367248877847,0.000292598888135165,0.00447223585936049
0.656,-0.410656828183569,-0.309694199363426,0.000301273051515186,0.00426208992676189
0.661,-0.414153297355769,-0.278815032390782,0.000309852981439134,0.00405812788758739
0.666,-0.416017813848923,-0.240358365679446,0.000318326387211113,0.00386058089704521
0.671,-0.41832245689947,-0.204781888718763,0.000326681565069643,0.00366937857832382
0.676,-0.420333227052745,-0.168482864191048,0.000334906778920796,0.00348458411479267
0.681,-0.421390524659653,-0.12864749142921,0.000342990526123105,0.00330621492811954
0.686,-0.422660031809484,-0.0906302688424502,0.000350921457733034,0.00313425247624596
0.691,-0.424209942928412,-0.0545656073253644,0.000358688251945533,0.0029687500234877
0.696,-0.425069161202172,-0.0163360265001053,0.000366279769367203,0.00280976230410246
0.701,-0.426390325001221,0.019244196938956,0.000373685093872166,0.00265728976624091
0.706,-0.426347609932967,0.0595220309285556,0.000380893366483432,0.00251139603885541
0.711,-0.425742056497111,0.101012661108819,0.000387894006798755,0.00237204987708277
0.716,-0.425877565222477,0.138644732294593,0.000394676419792672,0.00223926855931769
0.721,-0.424769781195115,0.180114789842056,0.000401230090127774,0.0021131308518369
0.726,-0.424407068256673,0.217732168948584,0.000407544847079354,0.00199362184170926
0.731,-0.422967661593009,0.25846873933353,0.000413610515134859,0.00188081582837322
0.736,-0.420571137283833,0.301721453115459,0.000419417291037617,0.00177470787465171
0.741,-0.418815935960488,0.341365500106014,0.000424955455388319,0.00167530534050001
0.746,-0.416942258518513,0.380385630124652,0.000430215374747742,0.00158267346423182
0.751,-0.415705977607518,0.415792097654681,0.000435187808572227,0.00149684321934553
0.756,-0.413569510865458,0.453796253566277,0.000439863794597515,0.00141786191647881
0.761,-0.411303776838467,0.491189851447598,0.000444234830136382,0.00134572694679092
0.766,-0.408444147826998,0.530087882725711,0.00044829261947638,0.00128045628499766
0.771,-0.406340590188914,0.563946828585655,0.000452029239287526,0.00122205410453832
0.776,-0.403625777440454,0.599624015421857,0.000455437071262087,0.00117054523453677
0.781,-0.400986020329631,0.633148931186388,0.000458509085334055,0.0011259202625695
0.786,-0.397879963865655,0.668150597883602,0.000461238623945439,0.00108817536338875
0.791,-0.394733193105118,0.701151386696341,0.000463619558455691,0.00105729297065865
0.796,-0.391253808010586,0.73533653534544,0.000465646223195067,0.00103325327302991
0.801,-0.3876641017178,0.766300845934997,0.00046731352451605,0.00101602636275261
0.806,-0.383832324540217,0.799947954486058,0.000468616921774908,0.00100557526073818
0.811,-0.379887742694994,0.834350777853124,0.000469552499574758,0.00100185357336255
0.816,-0.375624526930643,0.865894613559859,0.000470116977638737,0.00100480511467083
0.821,-0.371214957042466,0.897346229056785,0.000470307764664213,0.0010143646434421
0.826,-0.366571191026972,0.927894250329938,0.000470122954710794,0.00103045576176393
0.831,-0.361799995281315,0.958201402709771,0.000469561386401678,0.00105299180166801
0.836,-0.357091912035651,0.989063471514418,0.000468622657453104,0.00108187335833984
0.841,-0.352156069861872,1.01899915349351,0.000467307171382269,0.00111698509289968
0.846,-0.346638154679769,1.04665068369112,0.000465616189657846,0.0011582031513226
0.851,-0.341710079605456,1.07644208234554,0.000463551800601528,0.00120539963919524
0.856,-0.335948328587845,1.10321752525663,0.000461116898462715,0.00125840883583678
0.861,-0.32999593454055,1.12920552457327,0.000458315362426938,0.00131708314330241
0.866,-0.324481401568732,1.1563985492745,0.000455151857099006,0.00138124927643969
0.871,-0.318283591425361,1.18122475794282,0.000451631951680162,0.0014507026021452
0.876,-0.311910817454286,1.20522454011372,0.000447762195518615,0.00152525587434478
0.881,-0.305804843330754,1.22972666887036,0.000443549963788881,0.00160469615601317
0.886,-0.299203632528014,1.25240462586583,0.00043900353520806,0.00168878338442247
0.891,-0.292213495788376,1.27351292669007,0.000434132126417936,0.0017772889143103
0.896,-0.286088978764346,1.29686520317922,0.000428945777415411,0.00186997021717776
0.901,-0.279011150270275,1.31693158637781,0.000423455372976737,0.00196652997299555
0.906,-0.272776804827064,1.33920293203127,0.000417672734412348,0.00206672180432814
0.911,-0.26597004173452,1.35932471634627,0.000411610402943974,0.00217022686019791
0.916,-0.260702276931477,1.38404895101092,0.000405281785050981,0.00227676639357723
0.921,-0.254379568170746,1.40516564756347,0.000398700988779684,0.0023859769718179
0.926,-0.247474025359747,1.42401363781675,0.000391882948344035,0.00249758107424095
0.931,-0.239889687232678,1.44011172492507,0.000384843109791616,0.00261127969600387
0.936,-0.232040904709005,1.45473138117563,0.000377597433715443,0.00272677285704178
0.941,-0.224659660375024,1.47043684475182,0.000370162345030889,0.0028437415943961
0.946,-0.21664692286192,1.48331265069153,0.000362554728275477,0.00296183775525532
0.951,-0.20958011821188,1.49913317836577,0.000354791906232507,0.00308075016398455
0.956,-0.200305879238294,1.5059652240141,0.000346891507955402,0.00320011269749859
0.961,-0.193043132779506,1.51985654230305,0.000338871472999031,0.00331966636618153
0.966,-0.185507340501394,1.53218187722568,0.000330749819927765,0.00343901411405954
0.971,-0.178013371740475,1.54416894130137,0.000322544833769608,0.0035578378422298
0.976,-0.169198807069162,1.5499449688304,0.00031427483694799,0.00367581431594642
0.981,-0.161268634703853,1.55877280016103,0.00030595812319471,0.00379266582890416
0.986,-0.15480854953623,1.57370196494271,0.00029761284363111,0.00390805700383369
0.991,-0.145919405183838,1.577025626207,0.00028925706003953,0.00402164837883831
0.996,-0.136368731672183,1.57620153932261,0.000280908652747716,0.00413321240482582
1.001,-0.127518779935581,1.57769120292983,0.000272585103093076,0.0042424811453011
1.006,-0.120858602206781,1.58947916114598,0.000264303536033978,0.00434916555429192
1.011,-0.112186762113836,1.59039685770648,0.000256080719771744,0.00445296189571189
1.016,-0.104067286500632,1.59339396856953,0.000247933015666908,0.00455366731383828
1.021,-0.0970584148442025,1.60191455094993,0.000239876208406972,0.00465104014045668
1.026,-0.0883018899648481,1.59994618935345,0.0002319255413824,0.00474484672942358
1.031,-0.0803073142081975,1.60151752279943,0.000224095666220163,0.00483491406108102
1.036,-0.0721826109549817,1.60154065690661,0.000216400551498214,0.00492104479220047
1.041,-0.0637642916299988,1.5988564191604,0.000208853501364746,0.00500307069128867
1.046,-0.0549307514815925,1.59241729861795,0.00020146710656256,0.00508084051015315
1.051,-0.0476945607173903,1.59572486066678,0.00019425321875222,0.00515421881280856
1.056,-0.038270319977295,1.58299922349811,0.000187222934864329,0.00522307058199976
1.061,-0.0288401946570459,1.56851752396082,0.000180386594363572,0.00528730468493137
1.066,-0.0206058065815872,1.56137147809431,0.000173753737676366,0.00534682771494725
1.071,-0.0121746233073593,1.55148532336402,0.00016733312362195,0.00540155890852487
1.076,-0.00444991643185063,1.54605461200107,0.000161132728575879,0.00545143987484283
1.081,0.00368283010842636,1.53616033283272,0.000155159739557749,0.00549642630298141
1.086,0.0116165826171404,1.52670865292454,0.000149420560511122,0.00553649041799074
1.091,0.0190734889409628,1.52043029167054,0.000143920819143469,0.00557161843080537
1.096,0.026542879807341,1.51309281958664,0.000138665379257044,0.0056018115980718
1.101,0.0325578539464867,1.5195126058192,0.000133658354500094,0.00562708412375836
1.106,0.0393650185580057,1.51796273305912,0.000128903125708444,0.00564746816854532
1.111,0.0468934656968326,1.50803844453998,0.000124402356229105,0.00566300105064306
1.116,0.0541998845070779,1.49946726359367,0.000120158022317406,0.00567373037290923
1.121,0.0617903840692698,1.4863449904275,0.000116171437606619,0.00567971823958486
1.126,0.0685974283377822,1.48175801077795,0.000112443274370953,0.0056810343606638
1.131,0.075144404516979,1.48021152850383,0.000108973592232044,0.00567776399229855
1.136,0.0823273552158642,1.46941869947469,0.000105761858733189,0.00566999862538092
1.141,0.0890785719006469,1.46395562418737,0.000102806981359515,0.005657832265215
1.146,0.0963660370656122,1.44924944605376,0.000100107342351742,0.00564137298724664
1.151,0.103164950061175,1.44116877388619,9.76608198470818e-05,0.00562072947159678
1.156,0.110084295688969,1.43001891038458,9.5464824337709e-05,0.00559602329237283
1.161,0.117420071509246,1.40914401003835,9.35163187780926e-05,0.00556737764878147
1.166,0.124234862606472,1.39642995054973,9.18118529182234e-05,0.00553491886574542
1.171,0.131283789041385,1.37647845239643,9.03475939159194e-05,0.00549878377411644
1.176,0.138113002543103,1.35890837082331,8.91193447537323e-05,0.00545910829363906
1.181,0.145023395940548,1.33600931484401,8.81225789005759e-05,0.00541603450080231
1.186,0.151709877443422,1.31568592420404,8.73524616437168e-05,0.00536970553299984
1.191,0.15843274823423,1.28969858897152,8.68038787726228e-05,0.00532026854471438
1.196,0.164784620528075,1.27259403020204,8.64714574937329e-05,0.00526787116942101
1.201,0.171253842108918,1.24551267311046,8.63495930437203e-05,0.00521266428330193
1.206,0.177472553723337,1.2238010060463,8.64324660399724e-05,0.00515479755704785
1.211,0.183615479930636,1.19916965191369,8.6714070448736e-05,0.00509442266969004
1.216,0.189640683392662,1.17274774066339,8.7188229015811e-05,0.00503169081426492
1.221,0.195502380376844,1.14940032595748,8.78486151892052e-05,0.00496675314530602
1.226,0.201237398907692,1.130616892718,8.86887709207954e-05,0.00489976038028549
1.231,0.206888695870551,1.10453778624965,8.97021233063255e-05,0.00483086234501305
1.236,0.21240966494273,1.07910939527538,9.08820015162753e-05,0.00476020779037983
1.241,0.217799816593182,1.05296480656868,9.2221652935627e-05,0.00468794420039645
1.246,0.223055166111838,1.02626092675952,9.37142567918269e-05,0.00461421752228971
1.251,0.228331200331126,1.00976641692252,9.53529376283285e-05,0.0045391719620012
1.256,0.233276706317881,0.977377395645395,9.71307777449417e-05,0.00446295020411447
1.261,0.238369751439812,0.959975951680158,9.90408323453595e-05,0.00438569197509795
1.266,0.243163000185079,0.932277531328219,0.00010107613286597,0.00430753633215187
1.271,0.247713641818225,0.900545716072385,0.000103229707819015,0.00422861839380192
1.276,0.252294129722023,0.874991639910035,0.000105494582286681,0.00414907088978967
1.281,0.256862938241831,0.852278154946297,0.000107863787408904,0.00406902543986266
1.286,0.261011154314971,0.820535719464944,0.000110330375216716,0.00398861099382399
1.291,0.265145967230662,0.792369507312595,0.000112887425942799,0.00390795112531507
1.296,0.268913052127439,0.758648898176325,0.000115528043500166,0.00382716940300332
1.301,0.272852939575154,0.732381190168323,0.000118245373328203,0.00374638391077307
1.306,0.277045603466339,0.71348525168268,0.000121032597371308,0.00366571430842757
1.311,0.280406995060837,0.679518005888406,0.000123882955660765,0.00358527835616814
1.316,0.283746058820147,0.648279162386254,0.000126789756908749,0.00350518099361309
1.321,0.286520735065703,0.609796651254303,0.000129746346897538,0.00342553182552921
1.326,0.289577941778183,0.579499019484306,0.00013274613986596,0.00334643215290975
1.331,0.292097491959157,0.542852327844374,0.000135782602100687,0.00326798916193804
1.336,0.294699041687438,0.510449588984944,0.000138849287755786,0.00319029844802623
1.341,0.297085603229543,0.477214068150388,0.000141939811441724,0.00311345955393819
1.346,0.299572841285413,0.447839813743225,0.000145047875837815,0.00303756583654898
1.351,0.301253158999876,0.409037392856835,0.000148167263311631,0.00296271138507671
1.356,0.303453439720076,0.380238137787408,0.000151291854625607,0.00288897702100943
1.361,0.305281117950072,0.348248862011592,0.000154415590843678,0.00281645634090543
1.366,0.307058911054308,0.317696211162868,0.000157532535723274,0.00274522938336224
1.371,0.308582366863309,0.285793111215118,0.000160636839944016,0.0026753772575731
1.376,0.309936100955668,0.253771389228194,0.00016372275942054,0.002606975828896
1.381,0.311238492195981,0.223145313906984,0.00016678464907899,0.00254009923743129
1.386,0.312360502187878,0.192190051740499,0.000169816969889158,0.00247482016119153
1.391,0.313200441047023,0.159686522582245,0.00017281429869243,0.00241120690970954
1.396,0.31394889883485,0.128132279730642,0.000175771325801264,0.00234932394409959
1.401,0.314648704687283,0.0980022122709174,0.000178682852799579,0.00228923513525951
1.406,0.314905644647908,0.0642965642358484,0.000181543806087175,0.00223100184792749
1.411,0.31514260676958,0.0325611973144685,0.000184349244317061,0.00217467855017306
1.416,0.315527324080248,0.00484698794817423,0.000187094339789651,0.0021203214682367
1.421,0.315639412699944,-0.0244722502947965,0.000189774405300904,0.00206798515651686
1.426,0.315436060708026,-0.0558970565836927,0.000192384909407513,0.00201771695262365
1.431,0.315529067848171,-0.0809585502296233,0.000194921457183695,0.00196956121483891
1.436,0.31536455144191,-0.107611979165452,0.00019737979053788,0.00192356438241783
1.441,0.31495827361818,-0.135594555261349,0.000199755830090056,0.00187976478107131
1.446,0.314343138337108,-0.16439233034525,0.00020204564727653,0.00183819808324951
1.451,0.313802213803935,-0.189282440819338,0.000204245469626178,0.00179889733411806
1.456,0.312934545269302,-0.217299031027108,0.000206351686880778,0.00176189412914456
1.461,0.31202538227244,-0.243025522979301,0.000208360873916866,0.00172721433948777
1.466,0.310806514539999,-0.27214329036685,0.000210269770344807,0.00169488232466395
1.471,0.309392378308894,-0.30227994338824,0.000212075303375405,0.00166491793630865
1.476,0.307856012814141,-0.331546771277638,0.000213774575558748,0.00163733854762834
1.481,0.306219419069277,-0.359024262839695,0.000215364876620297,0.00161215848238876
1.486,0.304477737208298,-0.384394745686979,0.00021684369284097,0.00158938861077207
1.491,0.302579332103226,-0.410335272557137,0.000218208713169213,0.00156903619609963
1.496,0.300520131217292,-0.439004738286421,0.000219457833496209,0.00155110486720503
1.501,0.298323911845958,-0.465394162730469,0.000220589157740831,0.0015355947471237
1.506,0.296004556578121,-0.492951840053934,0.000221601001809167,0.00152250238944259
1.511,0.293549481860261,-0.519924755422817,0.000222491899150422,0.00151182066590455
1.516,0.29093611417836,-0.545467917069675,0.000223260605427133,0.00150353874925471
1.521,0.287962061195913,-0.563951777001955,0.000223906101205487,0.00149764216516968
1.526,0.284997189838424,-0.585881976363009,0.000224427593535822,0.00149411356897043
1.531,0.282055742026645,-0.610621512481013,0.000224824506566816,0.0014929308118122
1.536,0.279053603129928,-0.636079364644538,0.000225096507458838,0.0014940674347577
1.541,0.275866326781969,-0.66017053000689,0.000225243509077921,0.00149749320993919
1.546,0.272557714932746,-0.68385289432104,0.000225265666045448,0.00150317471523207
1.551,0.269077122704106,-0.706474740146867,0.000225163368351125,0.0015110744519094
1.556,0.265440051664062,-0.728242710299085,0.00022493724582264,0.0015211515109519
1.561,0.261612658866385,-0.748808802280612,0.000224588165283773,0.00153336122564051
1.566,0.257854108655316,-0.770712337658545,0.000224117231066053,0.00154765557332779
1.571,0.254015154651656,-0.792436818939132,0.000223525782788229,0.00156398068253854
1.576,0.250082562293794,-0.813823867128216,0.000222815408101076,0.00158228002686564
1.581,0.245977168715233,-0.834183944844361,0.000221987931565858,0.00160249358913483
1.586,0.24186420085448,-0.854826098611214,0.000221045410649217,0.00162455865654708
1.591,0.238127023391323,-0.878652301172053,0.000219990128301935,0.00164840753486215
1.596,0.233318566894575,-0.894792754002594,0.000218824598513045,0.00167396494678199
1.601,0.228986778564671,-0.914528560387558,0.000217551576060729,0.00170116770360524
1.606,0.224291202034085,-0.931860836125992,0.000216173982053806,0.00172993366292508
1.611,0.219618838049512,-0.949447492146101,0.000214694973528287,0.0017601865970444
1.616,0.214719922231108,-0.965563942065564,0.000213117895793802,0.00179184341024674
1.621,0.209713982914149,-0.980975831569026,0.000211446292744141,0.00182482123664548
1.626,0.20461770889878,-0.995764260534203,0.000209683887335045,0.00185903354799346
1.631,0.199047076448821,-1.00736663328855,0.000207834578400859,0.00189439142189981
1.636,0.194066917794684,-1.0226588381116,0.000205902430715193,0.00193080846324639
1.641,0.188244393727188,-1.03240294712016,0.000203891652762905,0.00196818412063056
1.646,0.182890228727617,-1.04492112834111,0.000201806624562213,0.0020064327174074
1.651,0.177822710074072,-1.0591411151239,0.000199651834048182,0.00204545225037479
1.656,0.172471383942299,-1.07142399414355,0.000197431915047382,0.00208514153620629
1.661,0.167128338865452,-1.08358977232118,0.000195151624539132,0.00212540496804047
1.666,0.162015309795728,-1.09709415537084,0.000192815810517009,0.00216614311503896
1.671,0.156417521420302,-1.10730101710896,0.000190429409806248,0.00220725379965052
1.676,0.150870155245837,-1.11758953791322,0.000187997439296179,0.00224864249395057
1.681,0.144983134942621,-1.12536183939183,0.000185524962134248,0.00229020915205436
1.686,0.139263238320721,-1.13390329682216,0.000183017089843307,0.00233185814737293
1.691,0.133458225307648,-1.14155450448202,0.000180478959287767,0.00237348941615778
1.696,0.127812625694919,-1.14996463025417,0.000177915732091398,0.00241500634092649
1.701,0.122220330255499,-1.15846211736514,0.000175332574570475,0.00245631125539227
1.706,0.116535837164429,-1.16603948239756,0.000172734649308482,0.00249730902738474
1.711,0.110152787512271,-1.16827741815163,0.00017012709828059,0.00253790752574834
1.716,0.104506463658474,-1.17529749802084,0.000167515025398405,0.00257802130255424
1.721,0.0986563069963114,-1.18050335189622,0.000164903475231187,0.00261755568620043
1.726,0.0919754146717029,-1.17902613363946,0.000162297445443932,0.00265642578652324
1.731,0.086205917882872,-1.18376444339183,0.000159701855867575,0.00269455324185081
1.736,0.0795189213909722,-1.18091705654235,0.000157121530596257,0.00273185089927344
1.741,0.0738811577628065,-1.18559762019041,0.000154561210206325,0.00276824598426426
1.746,0.0680095432500957,-1.18803004193628,0.000152025517316252,0.00280365763483766
1.751,0.062128369823549,-1.18990854582145,0.000149518969291529,0.00283801563968343
1.756,0.0559728740895418,-1.18895510683801,0.000147045952083386,0.00287125205096092
1.761,0.049794258326458,-1.18712031356167,0.000144610713454813,0.00290330354915917
1.766,0.0435950617547746,-1.18437540078973,0.000142217352402461,0.00293410936903968
1.771,0.0373527049905611,-1.18045894646228,0.000139869813663225,0.00296361255232628
